text,size
bankrupted,1
bankrupting,2
banks,5
banned,3
banner,1
banning,1
banter,1
bar,3
barack,25
barbara,1
barbecues,1
barber,1
barely,1
barletta,6
barred,1
barrel,2
barrett,2
barriers,2
bars,1
bartender,2
base,3
baseball,1
based,36
baseline,2
basement,1
bases,3
basic,5
basically,15
basics,2
basis,5
basket,1
batted,2
battles,2
beach,6
bear,1
beat,22
beaten,4
beating,4
beats,1
beautiful,2
beautifully,1
became,8
becky,16
become,33
becomes,5
becoming,4
bedrock,1
bedroom,5
beds,2
bedside,2
beef,1
beer,4
befitting,2
began,7
beggar,1
beggars,1
begin,23
beginning,9
begrudgingly,1
begs,1
begun,4
behalf,7
behavior,10
behind,17
beings,2
belief,3
beliefs,5
believe,100
believed,2
believer,2
believes,7
believing,1
bell,10
bellicose,1
belong,1
belonged,1
belt,1
ben,13
bend,2
bending,1
beneath,2
benefactors,1
beneficence,1
beneficial,2
beneficiaries,2
benefit,13
benefited,3
benefits,30
benghazi,3
benton,1
berman,1
bernanke,7
bernie,5
bernstein,1
beside,1
best,44
bet,2
betray,2
better,55
betting,2
beyond,5
bias,2
bible,1
bickering,1
bicycle,2
bid,6
bidding,1
biden,50
big,65
bigger,6
biggest,20
bigotry,1
bike,1
bill,97
billion,47
billionaire,1
billions,11
bills,2
bin,2
biographical,1
bipartisan,9
bipartisanship,1
birth,6
bishop,1
bit,21
bite,1
biting,1
black,12
blacks,4
blame,6
blamed,2
blaming,4
blank,1
blasts,2
bless,1
blessed,1
blessing,3
blessings,1
blight,1
blimp,2
blitz,2
blitzer,120
bloated,1
block,2
blocked,2
blocks,1
blog,2
blue,2
blueprint,1
blunt,2
blunting,1
bnsf,1
board,13
boardroom,3
boards,1
boat,3
bob,2
bobos,1
bodies,1
body,1
boehner,2
boeing,1
bogged,1
bold,5
bolsheviks,1
bomb,3
bombing,3
bombs,1
bombshell,1
bond,2
bondholders,1
book,19
bookkeeping,1
books,4
boom,4
boomers,1
boone,1
boos,17
boost,1
booth,1
bootleggers,1
boots,2
border,52
borders,12
boring,1
born,23
borrow,8
borrowed,1
borrowing,3
boss,1
boston,1
botched,2
bottom,10
bought,5
boulder,10
bound,6
bowl,1
box,17
boxed,1
boxer,1
boy,2
boykin,1
braced,1
bracero,1
brady,1
brag,1
bragging,2
brain,3
brainiac,1
brainpower,1
brains,1
brainstorming,1
branch,1
brand,3
braudsong,1
brave,1
brazile,1
brazilian,1
bre,1
breach,1
breaches,1
break,43
breakdown,1
breakfast,4
breaking,1
breaks,3
breathe,5
breathing,1
bred,1
breeds,1
bret,10
brevity,1
brian,1
brick,2
bridge,3
bridgeport,5
bridget,1
brien,2
brigade,1
bright,5
brighter,2
brightest,1
brightly,1
bring,69
bringing,14
brink,1
britain,1
british,3
brito,4
broad,6
broadcast,1
broadcasting,2
broaden,1
broader,3
broadest,2
broadly,4
broke,5
broken,15
broker,4
bronson,1
brookings,1
brooklyn,2
brooks,4
brother,5
brothers,6
brought,17
brown,5
brownback,1
brownies,1
brownness,1
brownsville,1
brush,2
brutality,1
brutalized,3
brutally,1
buckets,1
buddies,2
budget,43
budgetary,1
budgeting,2
budgets,4
buffalo,4
build,24
building,12
buildings,2
builds,2
buildup,3
built,16
bullet,1
bullets,1
bullies,1
bullish,1
bullying,2
bumper,2
bumpy,2
bunch,6
bundle,2
burden,5
bureau,4
bureaucracy,7
bureaucratic,2
bureaucrats,2
burger,1
burgers,1
bus,1
buses,1
bush,75
bushel,1
busier,1
busily,2
business,83
businesses,30
businessman,5
businessmen,3
businesspeople,1
bussolari,1
bust,1
busy,1
buts,1
button,4
buy,12
buying,8
buyout,1
buzzfeed,2
bye,2
byop,2
bypassing,1
byrd,2
cabinet,1
caesar,2
cafta,3
cage,1
cages,1
cain,23
calendar,1
calif,2
california,12
californiakatrina,1
call,31
called,57
calling,13
callista,1
calls,12
calluses,1
calm,2
came,51
camera,3
camp,2
campaign,46
campaigned,1
campaigning,1
camps,3
canada,7
canadian,2
cananea,4
cancel,1
cancer,9
cancers,1
candidacy,1
candidate,10
candidates,53
cannot,33
canton,2
cantor,1
canyon,2
canyons,4
cap,7
capabilities,1
capable,1
capacity,3
capita,2
capital,10
capitalism,3
capitalist,1
capitol,1
capitulation,1
capping,1
caption,1
captive,1
capturing,2
carbon,1
card,12
cards,7
care,68
cared,1
career,4
careful,2
cares,1
cargo,1
caricature,1
caring,1
carl,14
carly,2
carolina,5
carolyn,1
carpet,3
carried,5
carrier,3
carries,1
carrots,4
carry,6
carrying,4
cars,3
carson,37
cartel,2
cartels,2
carter,4
carve,1
carville,1
case,28
cases,8
cash,2
casino,5
casinos,1
cassis,1
cast,3
cat,1
catastrophe,3
catch,1
catching,1
category,2
cater,1
catered,1
catering,1
catholic,1
catholics,1
cattle,2
caucus,3
caucuses,2
caught,7
cause,11
caused,7
causes,6
causing,6
caution,1
cautious,1
cautiously,1
cavernous,1
ceiling,4
celebrated,4
celebration,1
census,4
center,12
centered,2
centerpieces,1
centers,2
central,11
centric,1
centrist,1
cents,1
centuries,2
century,9
ceo,7
ceos,1
ceremony,3
certain,13
certainly,10
certainty,1
certification,2
certified,1
cervical,2
cetera,6
chain,1
chair,2
chaired,1
chairman,7
challenge,4
challenged,4
challenges,4
chamber,2
champion,1
championed,2
championships,1
chance,21
chances,2
chandler,2
change,61
changed,18
changer,1
changes,16
changing,8
chaos,2
chapter,1
character,7
characterization,1
characterize,2
characterized,3
charge,6
charges,2
charles,3
charming,1
charred,1
charter,5
chase,3
chat,2
chattering,2
chauffeur,1
chavez,1
cheap,8
cheaper,2
cheaply,1
cheating,1
cheats,1
check,10
checked,2
checking,4
checks,13
cheeks,1
cheerfully,2
cheering,19
cheers,72
cheese,1
chefs,2
chemical,1
chemicals,1
chemistry,1
cheney,5
chess,1
chicago,3
chicken,1
chickens,1
chief,22
child,7
childhood,2
children,45
chile,1
chilling,1
chimed,1
china,119
chinese,28
chip,8
chips,7
choice,14
choices,1
chomiak,4
choose,7
choosing,1
chop,1
chopping,2
chris,26
christian,1
christians,1
christie,20
christmas,1
christopher,1
chronic,3
chuck,4
chuckles,3
chuckling,1
church,2
churches,2
churchill,1
churn,2
cia,2
cigars,1
cincinnati,3
cindy,1
circle,1
circles,1
circumstance,1
circumstances,4
cirque,1
cisneros,1
cite,2
cites,1
cities,8
citing,4
citizen,20
citizens,34
citizenship,30
city,37
citycenter,1
civil,12
civilization,2
civilizations,1
claim,4
claims,3
clamber,1
clara,1
clarified,1
clarify,2
clarity,2
clarkthe,2
clash,1
class,41
classes,4
classified,3
classrooms,1
clause,1
clean,7
cleaning,3
cleans,1
clear,31
clearly,14
clerical,1
clerk,1
clerks,1
cleveland,4
clever,1
clicking,16
client,1
clientele,1
clients,1
cliff,1
climate,8
climbed,1
climbing,1
cling,1
clinic,1
clinton,115
clintonlinda,1
clip,18
clobbered,1
clock,1
close,10
closed,2
closely,2
closeness,2
closer,4
closest,2
closets,1
closing,11
clothe,1
clothed,1
clothes,5
clothing,6
cloud,1
club,4
clue,1
cluttered,2
cnbc,10
cnbcgopdebate,1
cnn,17
cnnlocation,1
cnnpolitics,2
coach,2
coal,3
coalesce,1
coalition,10
coast,3
coastal,1
cobain,1
cobwebs,2
code,14
coherent,2
cohesion,1
coincidence,1
coinsurance,1
cold,4
collaborate,1
collaborative,1
collage,1
collapse,2
collapsesee,2
colleague,6
colleagues,13
collect,3
collected,1
collecting,2
collection,3
collectively,1
college,12
colleges,4
collegiate,1
collins,1
colo,2
colombian,1
colonel,1
color,3
colorado,16
column,1
columnist,2
columns,1
com,86
coma,1
combat,2
combatants,1
combination,1
combined,1
come,117
comeback,2
comes,35
comfort,2
comfortable,4
comic,3
coming,54
command,1
commander,7
commanders,3
commandment,1
commandments,1
commend,1
comment,6
comments,13
commerce,1
commercial,10
commission,8
commit,3
commitment,5
commitments,2
committed,8
committee,13
committees,1
common,10
commonality,1
commonsense,1
communicable,1
communicating,1
communities,8
community,16
commute,1
commuting,1
compact,1
companies,50
companions,2
company,32
compare,1
compared,1
comparison,2
compassion,1
compassionate,1
compatibly,1
compatriots,1
compelling,2
compete,8
competed,1
competent,1
competing,2
competition,11
competitive,7
competitiveness,1
competitors,3
complacent,1
complain,1
complained,2
complaining,2
complaint,2
complaints,1
complement,1
complete,5
completed,2
completely,6
completes,1
completion,1
complex,3
complicated,8
component,1
composed,1
composition,1
compound,1
comprehend,1
comprehensive,23
compromise,12
compromised,3
compromising,2
compulsion,1
computer,7
computers,4
con,6
conceived,1
concept,4
concern,6
concerned,17
concerning,2
concerns,7
conclude,1
concluded,2
concludes,1
conclusion,4
conclusions,2
concrete,3
concurrence,1
condemned,1
condition,4
conditions,7
condominium,2
conduct,2
conducted,3
conducting,1
conducts,1
conference,4
conferences,1
confidence,4
confident,2
confidently,1
confirmed,1
confiscated,1
conflicts,2
confrontation,1
confrontational,1
confronted,1
confronting,1
confusing,1
confusion,3
congenial,1
congress,63
congressional,9
congressman,28
congressmen,1
congresswoman,8
conjuring,1
conn,5
connected,7
connecticut,4
connecting,1
connections,1
connects,1
conned,1
connie,1
conquest,1
conrad,1
consensus,1
consequence,1
consequences,3
consequential,3
conservation,1
conservatism,2
conservative,28
conservatives,10
consider,6
considerable,1
consideration,2
considered,9
considering,2
considers,1
consistent,5
consistently,4
consolidating,2
conspicuously,1
constituency,1
constituent,2
constituents,1
constituted,1
constitutes,2
constitution,15
constitutional,10
constitutionalists,1
constitutions,1
constrain,1
constrained,1
constrains,1
construct,1
constructed,2
construction,7
constructive,2
consultant,2
consume,2
consumed,1
consumer,3
consumers,8
consumption,1
contained,1
container,1
containing,1
contains,1
contemplating,1
contempt,1
contend,1
content,1
contentious,3
contest,1
contestants,1
contested,4
contests,1
context,6
continent,2
contingency,1
continually,80
continue,39
continued,4
continues,12
continuing,4
contoured,1
contraband,1
contract,2
contractors,1
contradicted,1
contradiction,2
contradictions,1
contradictory,1
contrast,3
contribute,2
contributed,1
contributes,1
contributing,6
contribution,2
contributions,5
contributors,1
contributorsan,1
contributorseattle,1
control,20
controlled,2
controlling,2
controls,3
controversial,1
controversy,1
convenience,1
convenient,3
conveniently,1
convention,7
conventions,1
conversation,20
conversationally,1
conversations,4
conversely,2
convert,1
convicted,1
conviction,1
convictions,1
convince,5
convinced,1
convincing,3
convoy,1
convulsing,2
cook,3
cooking,2
cool,1
coolly,1
cooper,4
cooperate,1
cooperating,1
cooperation,4
cooperatively,2
coordinate,1
coordinated,2
coordinator,1
copy,2
coral,1
corasaniti,2
core,13
cores,1
corner,3
corners,2
corporate,28
corporation,4
corporations,6
corpus,2
correct,8
corrected,2
correctly,1
correctness,1
correlated,1
correlation,1
corrupt,4
corruption,3
corsaro,1
cosmetic,1
cosmetics,1
cost,35
costco,1
costing,5
costs,14
couch,1
couldn,10
council,12
count,9
counted,1
counter,4
counties,2
countless,1
countries,35
country,281
countrysideunusual,1
county,5
couple,20
courage,11
courageous,2
course,29
courses,1
court,30
courthouse,1
courting,1
courtroom,2
courts,1
cousin,1
cover,4
coverage,7
covered,3
covering,1
covers,1
coveted,1
cowan,1
cows,2
crack,10
crackdowns,1
cracking,1
crackled,1
craft,1
crafted,1
craig,1
cram,1
cramer,4
crap,2
crates,2
crazies,1
crazy,2
create,21
created,18
creates,9
creating,13
creation,9
creative,3
creativity,1
creator,1
creators,2
credibility,3
credit,16
credits,4
crime,9
crimes,5
criminal,11
criminalize,2
criminalizing,1
criminally,1
criminals,3
crises,3
crisis,9
cristian,2
critic,2
critical,14
critically,2
criticize,1
criticized,1
critics,4
crony,3
cronyism,2
crooks,3
cross,9
crossed,1
crossers,1
crossing,2
crossover,1
crossroads,1
crosstalk,82
crowd,6
crucial,1
crumbling,1
crusading,1
crush,2
crushed,4
crushes,1
cruz,138
cry,1
cuba,2
cubans,1
cue,1
cultural,6
culture,17
cultures,1
cumbersome,1
cunning,1
cuomo,1
cupcake,2
curb,1
cure,3
curiosity,3
curious,1
currencies,5
currency,17
current,20
currently,5
curriculum,1
curried,1
cursing,1
customers,4
customized,1
customs,4
cut,62
cutaway,2
cuts,19
cutters,2
cutting,17
cyber,1
cycle,6
cynical,1
czars,1
dad,6
daddy,1
dads,3
daily,9
dalai,2
dallas,1
damage,5
damn,1
damper,1
dan,2
danger,9
dangerous,13
dangerously,1
dangers,3
daniel,1
dare,2
darfur,2
dark,1
darker,2
darned,2
darth,1
darting,2
data,5
databases,2
date,2
dates,2
daughter,2
daughters,1
david,7
davidson,1
davis,2
davon,1
day,77
days,21
dead,2
deadly,3
deal,59
dealing,7
deals,8
dealt,5
dean,1
dearth,2
death,4
debate,95
debated,1
debates,4
debating,1
debbie,1
debit,1
debt,38
decade,8
decades,15
deceived,1
december,10
deceptive,1
decide,7
decided,11
decides,2
decile,1
decimate,2
decimated,1
decision,17
decisions,12
declaration,4
declare,6
declared,3
declares,1
declaring,1
decline,1
declined,1
decorated,2
decrease,2
decreases,1
decrying,1
deductibility,1
deductible,1
deductions,4
deemed,1
deep,4
deeper,3
deeply,4
defamed,1
defaults,1
defeat,7
defeated,4
defeating,2
defect,1
defects,1
defend,4
defended,1
defender,1
defending,6
defense,19
defensive,1
deferrals,2
deferred,2
deficit,15
deficits,3
define,1
defined,2
definitely,4
definition,2
definitively,2
deflated,2
deflected,1
defrauded,2
defrauding,1
defunct,1
degree,14
degrees,3
dehumanize,1
dehumanized,1
dejavu,1
del,2
delay,2
delayed,1
delays,3
delegates,5
delhi,1
deliberate,1
delicate,1
delighted,2
deliver,4
delivered,3
delivering,1
delvecchio,1
demagogic,1
demagogue,1
demagoguery,1
demagogues,1
demand,8
demanded,2
demanding,2
demise,3
democracies,1
democracy,8
democrat,18
democratic,14
democrats,41
demographic,2
demographics,1
demography,1
demonized,2
demonstrably,2
demonstrate,4
demonstrated,3
demonstrates,2
demonstrating,1
denied,3
dennis,3
denounce,1
dense,1
dent,1
dental,1
denuclearized,1
denunciations,1
denver,3
deny,6
denying,2
department,27
departments,1
depend,3
dependent,4
depends,2
depleted,3
deployment,1
deport,4
deportation,8
deported,7
deporting,2
depose,1
deposit,1
depreciated,1
depression,1
depressions,1
deprived,1
depth,1
deputize,2
deputy,1
des,8
descent,1
describe,3
described,8
describes,1
describing,3
descriptions,1
desert,8
deserve,5
deserved,1
deserves,1
deserving,1
design,1
designate,1
designated,1
designating,1
designation,1
designed,4
desirable,3
desire,2
desk,5
despair,3
desperately,3
despite,9
destination,1
destiny,1
destroy,1
destroyed,1
destroying,1
destruction,6
destructive,2
detail,2
detailed,3
detailing,1
details,4
detain,1
detection,1
detectives,1
determine,2
determined,3
detonators,1
detroit,20
devaluation,2
devalue,3
devalued,1
devalues,1
devaluing,1
develop,1
developed,3
developer,1
developers,1
developing,2
development,13
developmental,1
developments,3
devices,2
devoted,1
dia,1
diabetes,2
dial,1
dialects,1
dialogue,1
diametrically,1
diane,1
dick,3
dictates,1
dictator,1
dictatorial,1
didn,59
die,4
died,3
diego,4
diet,1
differ,1
differed,1
difference,9
different,33
differential,1
differently,2
difficult,20
difficulties,1
difficulty,3
dig,2
digit,1
digits,2
dilapidated,1
dime,3
diminished,2
diner,1
ding,1
dinner,2
diplomacy,10
diplomatic,16
direct,2
directed,2
direction,9
directly,8
director,9
directormccain,1
dirt,4
dis,1
disability,1
disabled,2
disadvantage,1
disadvantaged,1
disagree,8
disagreeing,1
disagreement,3
disagreements,1
disagrees,1
disappointed,3
disaster,9
disavow,3
disavowed,2
discipline,3
disclose,1
disconnect,1
disconnects,1
discontentgainesville,1
discount,1
discouraged,1
discovered,2
discredited,1
discretion,2
discretionary,1
discrimination,3
discuss,4
discussed,5
discusses,2
discussing,5
discussion,14
discussions,2
disease,5
diseases,4
disfranchisement,1
disfranchising,1
disgrace,1
disgraceful,1
dishes,1
dishonest,1
dishonesty,4
disingenuous,1
disliked,2
dismantle,2
dismantled,1
dismissed,2
disney,2
dispirited,1
displayed,1
disposal,1
disproportionate,1
disproportionately,1
dispute,1
dissenters,1
dissenting,1
dissimilar,1
distance,1
distancebroken,2
distinct,2
distinction,3
distinctly,1
distraction,1
distress,1
distributes,1
distribution,1
distributor,1
district,13
distrust,1
disturbed,2
disturbing,1
disunion,1
diverse,2
diversified,1
diversity,2
divide,6
divided,1
dividends,1
divider,1
dividing,2
division,1
divisive,1
divorced,1
djuric,1
doctor,6
doctorates,1
doctors,5
doctrinaire,1
doctrine,17
document,1
documents,3
dodd,44
dodge,2
doesn,52
dogcatcher,2
dole,3
doled,1
dollar,12
dollars,53
domestic,9
dominant,1
dominated,3
dominates,1
dominican,2
donald,68
donaldjtrump,1
donate,1
donated,2
donations,1
done,82
donnelly,2
donor,2
donors,6
door,6
doors,4
doorstep,1
dorm,1
dormitories,1
dos,3
dotbusters,1
dots,1
double,9
doubled,1
doubt,6
doubts,1
doug,1
downhill,1
downsize,2
downtown,5
dozen,4
dr,23
draft,2
drag,3
drain,1
drama,2
dramatic,3
dramatically,9
drastic,1
draw,3
drawn,3
dream,11
dreamed,1
dreams,2
dredged,1
dress,2
drew,2
drink,2
drive,5
driven,8
driver,3
drivers,7
drives,2
driveway,2
driving,15
drop,3
dropped,4
drove,1
drowning,1
drug,20
drugs,10
dry,4
du,1
dual,4
due,8
duke,4
dump,2
dunk,1
duo,1
duped,1
duquesne,1
durbin,2
duty,2
dying,2
dynamic,4
dynamically,1
dysfunction,1
dysfunctional,1
eager,2
earlier,21
early,12
earmarked,1
earmarks,1
earn,13
earned,4
earning,2
earnings,1
earth,4
ease,2
easier,5
easily,4
easing,2
east,12
eastern,1
easy,17
eat,4
eating,5
ebay,1
echaveste,2
eclipsed,1
economic,42
economically,4
economics,1
economies,4
economists,3
economix,1
economy,99
ed,9
eden,1
edge,3
edges,4
edging,1
ediberto,2
edited,4
edition,1
editor,1
editorial,6
edits,1
edtdate,1
educate,1
educated,7
educating,2
education,24
educational,3
edward,3
edwards,63
eerily,1
effect,10
effective,6
effectively,8
effects,5
efficiency,1
efficient,1
effort,11
efforts,15
egg,1
egypt,2
egyptians,1
eight,14
eighty,1
either,14
el,3
elba,1
elderly,1
elect,12
elected,16
electing,1
election,37
elections,5
electorate,2
electric,2
electricity,3
electronic,1
element,2
elementary,2
elements,2
elevated,2
eligible,7
eliminate,5
eliminated,2
eliminates,3
eliot,1
elite,2
elizabeth,1
else,29
eluded,1
email,18
emails,1
embarrass,1
embarrassment,1
embassies,1
embassy,1
embedded,2
embraced,1
embracing,3
emergency,1
emerging,2
emigrated,1
emigrating,1
emigration,1
eminent,1
emotion,1
emotional,2
emotions,1
emphasis,1
emphasized,1
employ,1
employed,5
employee,1
employees,11
employer,6
employers,15
employes,1
employing,2
employment,16
employs,2
empowering,1
empty,1
enable,2
enables,1
enabling,1
enact,3
enacted,1
enclaves,1
encourage,7
encouraged,2
encouraging,1
end,50
endangering,1
endeavor,1
endeavored,1
ended,2
ending,5
endorsed,7
endorses,1
ends,4
endsee,1
endure,1
endured,2
enemies,5
enemy,3
energy,24
enforce,15
enforceable,1
enforced,1
enforcement,13
enforcing,7
engage,6
engaged,6
engagement,7
engages,1
engaging,5
engine,2
engineer,6
engineering,9
engineers,14
england,5
english,28
enhance,2
enhancing,1
enjoy,2
enlist,1
enlisted,1
enmeshment,1
enormous,14
enough,34
enriching,1
enrolled,1
ensign,1
ensure,13
ensuring,1
enter,20
entered,1
entering,3
enterprise,3
enterprises,2
enters,1
entertainment,1
enthusiastic,2
enthusiastically,1
entire,11
entirely,3
entirety,1
entitlement,4
entitlements,6
entrants,1
entrenched,1
entrepreneur,1
entrepreneurs,6
entrepreneurship,1
entries,1
entry,2
environment,8
environmental,10
epa,5
epperson,8
equal,3
equally,2
equation,2
equilibrium,3
equipment,5
era,3
eradicate,2
eradicated,1
erase,1
erased,1
erected,1
eric,1
erie,1
eroding,1
err,1
erratic,1
errol,1
erroneous,2
erroneously,1
error,80
escape,1
escapes,1
espanol,1
especially,9
espinal,2
espouses,1
essential,7
essentially,2
establish,2
established,2
establishment,5
estate,8
esteemed,1
estimate,5
estimated,3
estimates,5
etch,1
ethanol,3
etheredge,1
ethnic,1
europe,7
european,6
evangelical,1
evangelicals,1
evans,1
evaporate,2
even,60
evenhanded,1
evening,5
event,4
events,2
eventual,1
eventually,2
ever,24
every,94
everybody,44
everyday,3
everyone,21
everything,34
everytime,1
everywhere,2
evidence,18
evil,1
evils,1
exact,4
exactly,32
examine,2
example,32
examples,5
exceeded,1
excellent,4
except,9
exception,1
exceptionalism,1
exceptionally,1
exceptions,1
exchange,5
exchanges,1
excited,2
excitement,1
exclusion,1
exclusions,1
exclusive,2
excruciating,1
excuse,13
execute,1
executes,1
executive,27
executives,6
exempt,1
exemption,1
exemptions,2
exercise,2
exercising,1
exhausted,1
exhibit,1
exist,2
existance,1
existing,5
exists,3
expand,9
expanded,1
expanding,1
expansion,1
expansive,1
expect,9
expectations,1
expected,7
expecting,1
expects,1
expedited,1
expense,1
expenses,3
expensive,7
experience,11
experienced,1
experiment,2
expert,2
experts,7
expire,1
expired,4
explain,12
explained,3
explaining,3
explains,2
explanation,3
explanations,1
explicit,2
explicitly,2
explode,3
exploding,1
exploited,1
explores,1
explosives,1
expo,1
export,4
exported,1
exporter,1
exporting,1
exports,1
exposed,4
exposures,1
express,2
expressed,6
extended,1
extending,1
extension,1
extensively,1
extent,1
extra,2
extralegal,1
extraordinarily,2
extraordinary,9
