text,size
associates,1
association,11
assuage,1
assume,1
assuming,1
assumptions,3
asterisk,1
astorino,1
astronomy,1
asx,1
asylum,22
athens,2
athletes,7
athletic,1
atkins,2
atlanta,2
atlantic,4
atmosphere,2
attack,15
attacked,11
attacking,4
attacks,11
attempt,3
attempted,1
attempting,4
attempts,1
attend,3
attendance,1
attendants,1
attended,5
attending,2
attends,1
attention,9
attitudes,2
attorney,20
attorneys,5
attracted,3
attracting,1
attractive,1
attracts,1
attributable,1
attributed,1
attributes,1
auction,5
audience,8
audiences,3
audio,3
audiovisual,1
aug,1
august,2
austerity,1
austin,2
australia,4
australian,6
australians,2
authentic,1
authentically,1
author,7
authored,1
authoritarian,2
authoritarianism,1
authoritarians,1
authorities,18
authority,10
authorize,1
authorized,4
authorizing,1
auto,12
autocratic,1
autocrats,1
automaker,1
automakers,13
automated,2
automatically,1
automobile,3
automobiles,1
autonomous,2
autonomy,2
autopilot,2
autos,1
autumn,1
available,1
avenatti,1
avenue,1
average,34
averages,3
averaging,1
aviation,1
aviator,1
aviv,1
avoid,4
avoided,1
avoiding,1
awadalla,1
await,3
awaiting,1
award,2
awards,1
aware,2
away,15
awkward,1
awning,1
axios,1
aydintasbas,3
ayhan,1
azalina,1
bab,1
baby,1
bachelor,1
back,56
backdrop,1
backed,8
backer,1
backers,1
backfire,1
backfoot,1
background,2
backing,2
backlash,1
backlog,5
backs,1
backsliding,1
backtracks,1
backward,1
bad,13
badly,3
baek,1
baig,2
bailout,1
bailouts,1
baker,1
balanced,1
balcomb,1
balcony,4
baldwin,1
ballistic,1
ballot,3
ballots,3
baloney,1
baltic,1
baltimore,2
ban,3
bananarama,1
band,1
bandwagon,4
bang,1
bangkok,4
bank,13
banked,1
banker,1
bankers,1
banking,2
bankroll,1
bankruptcy,1
banks,3
banned,2
banners,1
banning,2
baptized,1
bar,2
barack,12
barbara,1
barclays,2
bare,1
barely,2
bargain,1
bargaining,1
baron,1
barred,1
barrel,5
barrels,1
barrier,1
barriers,6
barring,2
barron,3
base,9
based,25
bases,2
bashar,2
basic,2
basically,2
basis,3
basket,2
basketball,1
bath,1
bathroom,1
battered,1
battle,6
battled,1
battles,3
bauhinia,1
bbc,1
beach,4
beaches,1
beam,1
bear,2
bearer,1
bearing,1
bearish,4
beat,2
beaten,1
beatings,3
beattie,5
beau,1
beauchamp,1
beautiful,3
became,9
becerra,6
become,18
becomes,2
becoming,6
bedroom,5
beech,1
beefed,1
beethoven,1
beforehand,1
began,21
begin,3
beginning,5
begins,2
begun,4
behalf,6
behaved,1
behavior,9
behemoth,1
behind,13
beijing,37
beings,1
beirut,2
belarus,1
belatedly,2
belief,3
believe,13
believed,6
believing,1
bellicose,1
belligerent,1
beloved,2
belts,1
ben,4
bench,2
benchmark,4
bend,1
beneath,1
benefit,6
benefited,1
benefiting,3
benefits,6
bengaluru,3
benjamin,1
benkoe,1
benner,2
benson,2
bent,1
bergquist,1
berhad,1
berhane,1
berkeley,2
berkshire,2
berman,2
bermensch,3
bernard,1
bernice,1
bernie,1
bertie,1
besides,1
besieged,1
best,20
bethany,1
betrayal,1
bets,2
betsy,1
better,7
bevin,1
beyond,9
beyrle,1
bezos,3
bias,1
biased,7
biases,1
bible,2
biblical,3
bid,8
bidder,3
big,42
bigger,6
biggest,22
bigotry,1
bigots,2
bilateral,5
bilgen,2
bill,23
billed,1
billion,62
billionaire,2
billions,4
bills,3
billy,1
binds,1
bing,1
biographer,1
bipartisan,8
birds,1
birsel,1
birth,2
birthdays,1
birthplace,1
bit,12
bite,1
bitterly,2
bizarre,1
black,4
blakeana,1
blame,5
blamed,5
blameless,1
blaming,4
blanchard,1
blast,1
blasted,2
blew,2
blind,1
blistering,1
block,11
blocked,5
blocking,2
blocks,1
bloody,1
bloom,2
bloomberg,3
blow,2
blowback,1
blowers,1
blown,4
blue,3
blues,1
board,14
boardwalk,1
boasting,1
boatload,1
bobby,1
bochco,1
bode,1
body,3
bodyguards,1
boeing,2
bohan,1
boiled,2
boj,2
bolten,2
bomb,3
bombers,1
bombs,1
bond,2
bonds,1
bonus,1
bonuses,1
book,12
books,1
boost,4
boosted,1
boosting,2
bootleg,1
boots,2
border,98
borders,10
bore,1
bored,2
boris,2
born,6
borrowing,2
boss,1
boston,3
bothersome,1
bots,1
bottom,3
bought,2
bound,1
bouquets,1
boutique,1
bow,1
bowling,3
bowman,2
box,86
boxing,1
boy,2
boycotting,1
boycotts,1
bozzella,2
brad,2
brady,1
brain,1
brainwashed,1
branch,5
branches,2
brand,5
braun,6
brave,1
brazenly,1
breach,2
breached,1
breachesthe,1
breaching,1
break,2
breakdown,4
breaking,6
breaks,2
breath,2
breathes,1
breathtaking,1
breeds,1
bren,1
brent,3
brettell,1
brexit,3
brian,2
bribery,2
brice,1
bridges,1
brief,5
briefed,1
briefing,11
briefly,5
briefs,1
briga,1
bright,1
brighter,1
brilliant,1
bring,9
bringing,7
brings,3
brink,1
britain,14
british,7
broad,6
broadcast,3
broadcaster,2
broadcasting,8
broadcasts,2
broadening,1
broader,6
broadest,1
broadly,1
broke,6
broken,4
broker,1
brokers,1
bronx,1
brookings,1
brother,2
brotherhood,1
brothers,1
brought,14
brown,11
browser,1
bruce,1
bruising,3
brunberg,1
brunt,1
brushed,1
brutality,2
brzezinski,1
buck,1
bucked,1
bucking,1
buckled,2
buddy,1
budget,13
buffer,1
buffett,9
buffier,1
build,11
building,6
built,5
bulk,1
bull,6
bullet,1
bullets,1
bullied,1
bullies,2
bully,1
bullying,2
bulwark,2
bump,1
bunch,1
bunny,1
bur,2
burden,1
burdens,1
bureau,22
bureaucratic,2
burgers,1
burke,5
burmese,1
burning,1
burns,2
bus,1
buses,6
bush,13
business,35
businesses,8
businessman,1
businessmen,1
businesspeople,1
busy,1
button,1
buy,9
buyer,3
buying,2
buys,1
buzz,1
byeditorialand,1
byeditorialthe,2
byop,1
byopinion,3
bypassing,1
bythe,2
bywashington,1
byyour,1
cabinet,8
cable,2
cac,1
caesar,2
cafe,2
cafes,1
cairo,4
caixin,2
calderon,2
calendar,1
calif,1
california,85
call,31
called,40
calling,16
calls,11
calm,2
cambridge,2
came,21
camille,1
camp,4
campaign,38
campaigned,1
campaigning,1
campaigns,2
canada,7
canadian,1
cancel,1
canceled,1
canceling,1
candidate,24
candidates,17
cannot,9
cap,5
capabilities,1
capable,2
capacity,6
capital,19
capitalize,2
capitol,6
capitols,1
capped,1
capping,1
caps,1
caption,1
captured,1
capturing,1
car,8
caravan,32
caravans,24
carbon,4
carcasses,1
card,2
cardboard,1
cardinal,1
cards,1
care,12
career,6
careerdemocratic,1
careers,1
caren,1
caretakers,2
carew,1
carl,1
carlson,1
carmichael,1
carnage,2
carnegie,2
carol,1
carolina,2
carried,11
carriers,1
carries,1
carrillo,1
carrying,8
cars,16
carson,1
carter,1
cartesian,1
carved,1
case,21
cases,23
cash,6
cashour,1
casino,6
casinos,1
cast,2
castigated,1
casts,2
casual,2
catalyst,1
catastrophe,1
catch,8
catching,2
categories,1
category,1
caterpillar,1
catherine,3
catholic,1
cathy,1
cato,1
caucus,1
caucuses,1
caught,7
cause,5
caused,2
causes,1
causing,5
caution,1
cautionary,2
cautioned,1
cautious,4
cautiously,1
cbs,1
ceasefire,1
cebm,2
ceiling,1
celebrate,1
celebrated,2
celebrating,1
celebrities,1
celebrity,2
cellphone,1
cemetery,1
censoring,1
censure,1
center,8
centered,1
centers,1
central,28
centralized,1
centrifuges,1
cents,7
century,6
ceo,5
ceremony,1
certain,12
certainly,9
certainty,2
certificate,1
certified,1
certitudes,1
cfpb,6
cfxs,1
ch,2
chafed,1
chaffetz,2
chagrined,2
chain,3
chains,1
chair,2
chairman,10
chairs,1
chairwoman,1
challenge,13
challenged,3
challenger,2
challenges,3
challenging,7
chamber,5
champion,1
championed,1
champions,1
championship,2
championships,1
chance,5
chances,2
chandler,1
change,16
changed,12
changer,1
changes,18
changing,7
channel,1
channels,2
chant,1
chantilly,1
chanting,1
chaos,2
chaotic,1
chapter,1
character,4
characters,2
charge,5
charged,3
charges,4
charging,1
charismatic,1
charitable,2
charles,5
charm,1
charter,2
charting,1
charts,1
cheating,1
check,3
checking,1
checks,1
cheer,1
cheered,2
cheerleader,1
cheers,1
chemerinsky,1
chemical,1
cheniere,2
chest,1
chevrolet,2
chevy,3
chiacu,3
chicago,6
chickens,7
chief,37
child,4
childhood,8
childish,1
children,32
chilly,1
china,129
chinese,59
chip,2
chips,2
cho,3
choice,4
chol,4
choose,3
choosing,1
chopping,1
chord,1
chose,1
chosen,2
chowed,1
chris,4
christian,5
christianity,1
christine,2
christopher,2
chrysler,1
chuck,1
chunk,3
church,1
churchill,1
churn,2
cicero,1
cindy,1
cinematographers,1
circle,1
circles,1
circuit,9
circulated,2
circumstances,5
citadel,5
cited,5
cites,1
cities,10
citigroup,1
citing,6
citizen,5
citizens,8
citizenship,2
city,32
ciudad,1
civic,2
civics,1
civil,16
civilian,1
civilians,5
civilized,1
claim,8
claimed,5
claiming,5
claims,3
claire,3
clamp,1
clapping,2
clare,1
clarence,1
clarify,1
clarity,2
clark,1
clarke,6
clash,1
class,8
classes,1
classical,1
classically,1
classified,1
classroom,1
classrooms,2
clean,15
cleaner,1
cleaning,1
cleansing,1
clear,15
cleared,3
clearing,1
clearly,6
clerk,1
clerked,2
cleveland,1
click,1
clicking,83
cliff,1
clifford,1
climate,5
climbed,2
clinton,4
clip,1
clissold,2
clobbered,1
clock,1
clocked,1
close,14
closed,12
closely,3
closer,3
closest,1
closing,8
clothing,1
clouds,1
club,4
clumsy,1
cn,1
cnbc,1
cnia,2
cnn,9
cny,1
coach,4
coal,2
coalition,5
coarse,1
coast,12
coastal,1
coaster,1
coastline,1
coat,1
cocaine,1
cochise,1
cocktail,1
cocooned,1
code,4
codify,1
coffee,1
coghill,1
cohen,8
cohn,3
coinage,1
coincided,1
coincidence,1
col,1
colas,2
cold,5
collaborated,1
collaboration,1
collapsesee,11
colleague,1
colleagues,2
collect,3
collecting,2
collection,2
collective,2
collectors,1
collects,1
college,5
colleges,2
collision,2
colludes,1
collusion,2
colonels,1
colonial,1
colony,1
color,4
colorado,1
colored,1
colors,1
columbia,2
columnist,1
columnistand,1
columnistmodern,1
columnistthe,1
com,8
combat,2
combating,1
combative,2
combination,3
combinations,1
combine,1
combined,4
come,31
comes,13
comeuppance,1
comfort,5
comfortable,1
comfortably,1
comforting,1
coming,17
command,2
commanded,1
commander,2
commanders,1
commemorating,2
commencement,2
comment,15
commentary,2
commentators,1
commenters,1
commenting,1
comments,13
commerce,7
commercial,2
commission,13
commissioner,1
commitment,4
commitments,6
committed,7
committee,9
commodity,2
common,17
commonly,1
commonwealth,18
communication,2
communications,8
communist,5
communities,8
community,5
companies,59
company,23
comparatively,1
compared,9
compares,1
comparison,1
compassion,1
compelled,1
compensated,1
compete,2
competed,1
competing,3
competition,7
competitive,9
competitiveness,2
competitors,3
compiled,3
complain,5
complained,3
complaint,2
complaints,4
complete,6
completed,3
completely,1
complex,2
compliance,3
complicated,7
component,2
components,1
comport,2
compose,1
composite,6
compound,1
compounded,1
compromise,2
comptroller,1
computer,5
computers,1
comrade,1
concealed,1
concede,1
conceded,1
concedes,1
concentrated,1
concentration,1
concept,2
conception,1
conceptions,1
concern,10
concerned,10
concerns,23
concernsbeijing,1
concert,11
concessions,4
conclude,1
concluded,6
concludes,1
conclusion,3
conclusionvillanova,1
concrete,1
concur,1
condemned,2
condition,5
conditions,10
condo,7
condon,2
conduct,2
conducting,2
confederate,2
confer,1
conference,8
conferences,1
confidence,8
confirm,1
confirmation,2
confirmed,15
conflict,8
conflicted,1
conflicting,1
confluence,1
confrontation,1
confronted,2
confronting,1
confusing,1
conglomerate,1
congratulate,3
congratulated,7
congratulating,1
congratulations,1
congratulatory,1
congregation,1
congress,62
congressional,13
congressman,1
conjured,1
connected,1
connecticut,1
connection,4
connections,1
connects,1
conscientiousness,1
consciousness,1
consecutive,1
consensual,1
consensus,1
consequences,2
conservative,15
conservatives,2
consider,6
consideration,1
considered,9
considering,6
considers,2
consigned,1
consistent,4
consistently,2
consisting,2
consolidate,1
consolidation,1
conspiracy,2
conspirators,1
consternation,1
constituents,2
constitute,2
constitution,3
constitutional,4
constraints,6
construct,1
constructing,1
construction,12
constructive,1
consulate,1
consulates,1
consult,1
consultancy,1
consulting,2
consume,1
consumer,11
consumers,12
consuming,1
consumption,1
contact,6
contacted,2
contacts,2
contain,4
contained,1
contemptible,1
contender,1
contenders,1
contends,3
content,4
contentious,2
contest,4
contestant,2
context,5
continent,1
continental,1
continually,1
continue,18
continued,18
continues,6
continuing,2
continuously,1
contract,4
contraction,1
contracts,3
contradicted,1
contradictory,1
contrarian,1
contrary,1
contrast,1
contrasted,1
contrasts,1
contribute,2
contributed,21
contributing,2
contribution,1
contributions,2
contributormr,1
control,21
controlled,13
controlling,2
controls,3
controlunder,1
controversial,1
conundrum,1
convened,1
convergence,1
conversation,7
conversations,1
converse,1
conversion,1
convert,2
converting,2
converts,1
convey,2
conveyance,1
conveyances,1
conveyor,1
convicted,1
conviction,2
convince,1
convinced,1
conway,2
cook,2
cool,2
cooling,1
cooney,5
cooper,6
cooperation,6
cooperative,1
coordinated,1
coordinating,1
coordination,1
coordinator,1
coordinators,1
copies,2
copy,1
cordial,1
core,3
corn,1
cornell,1
cornerda,1
cornermore,1
cornerstone,1
coroners,1
corp,5
corporate,14
corporation,2
corporations,1
corps,2
correct,1
corrected,2
correction,5
corrective,1
correlated,1
correspondent,1
corrosive,2
corrupt,1
corruption,13
cosby,3
cost,7
costa,1
costlier,1
costly,1
costs,20
couldn,2
council,9
counsel,4
counselor,4
count,2
counter,2
countering,1
counterintelligence,2
countermeasures,2
counterpart,1
counterparts,3
counterpunched,2
countervailing,1
counties,3
counting,1
countries,29
country,95
countryman,1
county,13
couple,10
couples,1
courage,1
course,15
courses,1
court,37
courts,10
cover,8
coverage,3
covered,2
covers,1
covert,1
covertly,1
cow,4
cowan,1
cowardice,1
cowett,1
crack,1
crackdown,5
crackdowns,1
cracking,1
cracks,1
craft,6
crafted,1
crafting,3
craig,1
crash,2
crazy,3
create,5
created,10
creates,5
creating,4
creation,2
credibility,1
credible,2
credit,3
credited,2
credits,1
crew,1
cricketer,1
crime,7
crimes,1
criminal,2
criminalize,1
criminals,1
crimp,1
cripple,1
crisis,7
critic,7
critical,7
criticism,8
criticismcritics,1
criticisms,3
criticize,7
criticized,6
criticizing,7
critics,9
cronkite,1
crop,1
crops,1
cross,8
crossed,2
crosses,3
crossfire,1
crossing,3
crossroads,1
crowd,2
crowded,3
crowning,1
crucial,2
crude,6
cruel,1
cruise,1
crush,2
crushing,1
cruz,1
cry,1
cubic,1
culminating,1
culpa,1
cult,1
cultural,3
culture,6
cultures,1
cumberland,2
cumbersome,1
cummings,1
cuomo,18
cup,1
curb,5
curbing,2
curbs,1
cure,1
curiosity,1
curious,3
currencies,4
currency,3
current,22
currently,4
curt,1
curtail,1
cusp,1
custodians,1
custody,3
customer,5
customers,9
customs,1
cut,13
cutler,3
cutouts,1
cuts,8
cutssan,1
cutting,5
cycle,3
cyclical,1
cyclopean,1
cynical,1
cynicism,2
cynthia,1
da,1
daca,50
daco,1
dahlia,1
daily,12
dailypresident,1
dailystoic,1
daiwa,2
dalgleish,2
dallas,1
daly,1
damage,2
damaged,2
damaging,1
damascus,9
dame,1
damn,1
dampened,1
dan,5
dana,2
dancing,1
danforth,1
danger,5
dangerous,23
daniel,4
daniels,6
daoud,1
dark,4
darlene,3
daron,1
dashboard,1
data,23
datatrek,2
date,8
dated,1
dates,3
daughter,8
daughters,1
daunting,1
dave,5
david,18
davidson,2
davies,2
davis,4
davison,1
dawn,2
dax,1
day,71
days,34
daysas,1
dbs,1
dead,15
deadliest,1
deadline,3
deadlines,1
deadspin,4
deal,47
dealers,2
dealership,2
dealerships,2
dealing,1
dealings,1
deals,6
dealt,5
dean,3
dear,1
death,9
deathmartin,1
deaths,2
debate,11
debates,1
debit,1
debt,1
debusk,1
dec,1
decade,8
decades,13
decatur,1
deceit,1
deceive,1
deceived,1
december,4
deception,1
deceptively,1
decide,7
decided,5
decidedly,1
decides,1
deciding,1
decision,20
decisions,10
decisive,1
declarative,1
declare,2
declared,7
declaring,3
declassifying,1
decline,12
declined,8
decliners,1
declines,4
declining,2
decrease,2
decried,2
dedicated,2
deduct,1
deductions,3
deemed,2
deep,8
deepen,1
deepening,4
deeper,1
deeply,3
defamation,1
defamatory,1
defeat,4
defeated,2
defectors,1
defend,4
defendant,3
defendants,3
defended,2
defender,2
defenders,1
defending,4
defends,1
defense,18
deferred,8
deficit,2
deficits,1
defies,2
defined,1
defines,2
definitely,4
defrancisco,4
defunct,3
defuse,1
defying,1
degree,4
dehumanized,1
deifik,2
delaware,1
delay,2
delayed,1
delaying,1
delays,2
delegation,1
delegitimize,1
deleted,2
deliberately,1
deliberations,1
delicate,1
delighted,2
deliver,3
delivered,5
deliveries,4
delivering,1
delivery,3
delrahim,1
delusion,1
dem,2
demand,14
demanded,2
demanding,4
demands,2
demcasso,2
demeanor,1
demise,1
democracies,1
democracy,9
democrat,16
democratic,34
democrats,49
demolition,1
demonstrate,1
demonstration,1
demonstrators,1
demoralized,1
denials,2
denied,7
denies,6
denigrating,1
denim,1
denis,1
denizli,1
denmark,1
denuclearization,1
denunciations,1
deny,1
departed,1
department,58
departments,1
departure,5
dependent,2
depending,4
depends,4
deployed,5
deploying,1
deployment,1
deportation,19
deportations,4
deported,4
deporting,1
deports,2
deposit,1
depress,1
depressed,1
depressing,1
depths,1
deputy,15
derail,1
deranged,1
deregulate,1
deregulation,2
derek,1
deriding,1
deripaska,4
derivatives,2
derived,2
dermatologist,1
descend,3
describe,5
described,6
describes,2
describing,1
description,1
deserves,1
design,2
designation,1
designed,3
designs,1
desire,3
desk,1
desktop,1
despite,13
destination,1
destined,1
destroy,2
destroyed,1
destruction,1
destructive,1
detached,1
detail,1
detailed,1
details,7
detained,3
detainees,1
detected,1
detecting,2
detente,1
detention,2
deter,1
deteriorate,1
deteriorated,3
deteriorating,2
deterioration,1
determination,1
determined,5
determinedly,1
detractors,2
detroit,1
devastating,2
develop,2
developed,2
developer,4
developing,2
development,12
developmental,1
developments,1
deviated,1
device,1
devices,2
devise,1
devises,1
devos,1
dewyze,1
di,2
diagnoses,1
dialogue,2
diane,1
dianne,1
diaz,1
dick,2
dictate,1
dictator,2
didn,29
die,3
died,8
diego,2
dies,2
diessteven,1
differ,1
difference,2
differences,4
different,14
difficult,11
digit,1
digital,2
dignity,3
dilemma,2
dilemmas,1
dimension,1
diminished,3
dioxide,2
diplomacy,3
diplomat,2
diplomatic,7
diplomats,4
dipped,2
dipping,1
direct,3
directed,2
direction,3
directive,1
directly,6
director,35
dirt,1
dirtier,1
disagree,2
disagreeable,1
disagreed,3
disallowing,1
disappear,1
disapproved,1
disarmament,3
disarray,1
disaster,3
disavow,1
disc,1
disclosure,6
discontinued,2
discord,1
discounted,1
discouraged,1
discourse,2
discover,1
discovered,1
discovery,4
discredit,7
discretionary,2
discriminate,1
discuss,10
discussed,11
discussing,1
discussion,2
discussions,5
disdain,1
disease,1
disemboweled,1
dishes,1
dishonest,6
disinformation,2
disingenuous,1
dislike,1
dismayed,1
dismissal,2
dismissed,6
disney,1
disoriented,1
disparaging,1
disparities,3
dispatches,1
displaced,1
display,1
displayed,1
dispose,2
disproportional,1
disproportionate,1
disproportionately,1
dispute,11
disputebeijing,1
disputed,1
disputes,1
disqualified,1
disrupt,1
disrupted,1
disruptive,1
dissatisfied,1
dissent,6
dissipating,1
distance,1
distant,4
distinction,3
distinctive,1
distorting,2
distracting,1
distractions,1
distribute,1
distributed,1
distributing,1
distribution,1
distributors,4
district,3
districts,4
disuse,1
diverge,2
divergence,1
diverse,4
diversity,2
diverted,1
divide,2
divided,3
divides,2
divine,1
division,2
divisions,2
divisive,6
dizzying,1
dmitri,1
dmitry,1
docket,1
doctor,2
doctoral,1
doctored,1
doctoring,2
document,1
documenting,1
documents,5
dodging,1
doesn,13
dogan,1
dogmas,1
doina,3
dollar,16
dollars,4
domain,1
domestic,12
dominant,4
dominate,3
dominated,2
dominion,1
donald,82
donate,1
donations,8
done,10
donnelly,8
donor,1
donors,5
door,5
doors,1
dormant,1
dose,1
dot,1
double,5
doubled,1
doubling,2
doubt,4
doubters,1
doubts,3
doug,4
douma,14
dove,1
dow,7
downdraft,1
downgrade,1
downplayed,1
downside,2
downsize,1
downward,3
dozen,9
dozens,7
dr,10
draft,6
drafting,1
drag,2
dragged,1
dragging,2
drain,1
drama,2
dramatic,1
dramatically,1
drape,1
draw,3
drawbaugh,1
drawing,5
drawn,2
draws,2
dream,4
dreamer,6
dreamers,9
dreaming,1
dreams,1
dressed,4
drew,2
drill,1
drilling,2
drills,14
drink,1
drinking,1
drive,7
driven,4
driver,1
drivers,3
drives,2
driving,5
drone,1
drop,10
dropped,13
drops,2
drug,14
drugmakers,2
drugs,7
drunken,2
dual,1
dubbed,2
dubious,1
due,8
duguid,1
dull,1
dullea,1
dumb,2
dunham,2
duped,1
durban,1
durbin,4
dustbin,1
dustin,1
dutchess,3
duties,15
duty,3
dvds,1
dwarfed,1
dwindling,3
dyed,2
eager,2
earlier,17
early,16
earmarked,1
earn,2
earned,3
earners,1
earnest,1
earnings,8
earns,1
earth,1
earthchina,1
ease,1
eased,3
easier,5
easily,4
